fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,avg_ctrl,weight_class
Martin Bravo,11,3,0,0,68,145,71,Southpaw,1993-09-21,27,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,65.25,Featherweight
Mike Breeden,8,3,0,0,61,155,70,Orthodox,1989-04-21,31,4.0,0.34,5.87,0.47,0.0,0.0,0.77,0.0,0,Lightweight
Tom Breese,12,3,0,0,75,185,73,Southpaw,1991-09-26,29,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,67.0,Middleweight
Charlie Brenneman,19,8,0,0,61,155,70,Orthodox,1981-02-09,40,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,286.55,Lightweight
Marcos Brigagao,11,1,0,0,75,205,76,Southpaw,1996-04-01,24,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0,0,Light Heavyweight
Jason Brilz,22,6,1,0,61,205,71,Orthodox,1975-07-07,45,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,267.71,Light Heavyweight
Marcus Brimage,7,7,0,0,64,135,71,Southpaw,1985-04-06,35,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,13.5,Bantamweight
Henry Briones,16,8,1,0,68,135,69,Orthodox,1980-10-22,40,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,8.6,Bantamweight
Antwain Britt,11,6,0,0,73,205,77,,1978-05-09,42,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0,0,Light Heavyweight
Jonathan Brookins,16,10,0,0,72,145,74,Southpaw,1985-08-13,35,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,241.2,Featherweight
Will Brooks,18,4,0,0,61,155,72,Orthodox,1986-10-08,34,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,135.75,Lightweight
Jarred Brooks,13,2,0,1,63,125,62,Switch,1993-05-02,27,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,339.5,Flyweight
Rob Broughton,16,7,1,0,74,265,74,Orthodox,1983-03-03,37,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,102.0,Heavyweight
Matt Brown,24,18,0,0,72,170,75,Orthodox,1981-01-10,40,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,120.59,Welterweight
Mike Brown,26,9,0,0,66,145,70,Orthodox,1975-09-08,45,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,268.67,Featherweight
Randy Brown,12,4,0,0,75,170,78,Orthodox,1990-07-08,30,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6,158.4,Welterweight
Damien Brown,17,12,0,0,61,155,68,Orthodox,1984-12-25,36,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,36.5,Lightweight
TJ Brown,14,8,0,0,69,145,72,Switch,1990-05-22,30,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4,257.5,Featherweight
Travis Browne,18,7,1,0,78,255,79,Orthodox,1982-07-17,38,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,71.19,Heavyweight
Cody Brundage,5,1,0,0,72,205,72,Orthodox,1994-05-16,26,7.97,0.82,6.29,0.06,6.29,0.33,0.0,0.0,0,Light Heavyweight
Derek Brunson,21,7,0,3,73,185,77,Southpaw,1984-01-04,37,3.77,0.47,2.95,0.54,3.02,0.31,1.0,0.4,141.47,Middleweight
Justin Buchholz,15,10,0,0,72,155,73,Orthodox,1983-08-22,37,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,54.2,Lightweight
Joaquin Buckley,12,4,0,0,61,185,76,Southpaw,1994-04-27,26,4.58,0.36,5.46,0.51,0.6,0.16,1.0,0.0,46.25,Middleweight
Julia Budd,10,2,0,0,67,145,67,,1983-07-04,37,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0,0,Featherweight
Mike Budnik,13,4,0,0,69,145,68,Orthodox,1974-08-08,46,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4,0,Featherweight
Mayra Bueno Silva,7,1,0,1,66,135,66,Orthodox,1991-08-22,29,4.44,0.53,6.74,0.44,0.0,0.0,0.71,1.9,19.67,Bantamweight
Paul Buentello,35,17,0,0,74,245,77,Orthodox,1974-01-16,47,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,45.5,Heavyweight
Modestas Bukauskas,11,3,0,0,75,205,78,Switch,1994-02-10,27,3.56,0.37,5.7,0.42,0.0,0.0,1.0,0.0,0.0,Light Heavyweight
Wuliji Buren,9,6,0,0,69,135,69,Orthodox,1989-03-01,31,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4,209.33,Bantamweight
Shane Burgos,13,2,0,0,61,145,75,Orthodox,1991-03-19,29,7.31,0.5,5.81,0.6,0.3,1.0,0.89,0.1,45.38,Featherweight
Joshua Burkman,28,16,0,0,61,170,72,Orthodox,1980-04-10,40,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,169.94,Welterweight
Mads Burnell,9,3,0,0,68,145,69,Orthodox,1994-03-06,26,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,345.67,Featherweight
Kevin Burns,12,7,0,0,61,170,74,Orthodox,1980-03-03,40,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,26.4,Welterweight
Gilbert Burns,19,4,0,0,61,170,71,Orthodox,1986-07-20,34,3.22,0.45,3.04,0.54,2.08,0.35,0.5,0.7,173.88,Welterweight
Herbert Burns,11,3,0,0,69,145,73,Orthodox,1988-02-02,33,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8,97.33,Featherweight
JP Buys,9,2,0,1,65,125,67,Orthodox,1996-04-30,24,2.99,0.58,2.02,0.47,3.64,0.6,0.0,2.4,0,Flyweight
Cheyanne Buys,5,1,0,1,63,115,63,Switch,1995-06-25,25,6.13,0.55,2.33,0.66,0.0,0.0,1.0,0.0,0,Strawweight
Dennis Buzukja,4,2,0,0,69,145,71,Switch,1997-10-01,23,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0,0,Featherweight
Charles Byrd,10,7,0,0,61,185,73,Orthodox,1983-10-11,37,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,127.75,Middleweight
Yan Cabral,13,3,0,0,61,155,73,Orthodox,1983-05-13,37,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,347.4,Lightweight
Alex Caceres,17,12,0,3,61,145,73,Southpaw,1988-06-20,32,4.15,0.5,2.91,0.65,0.55,0.76,0.59,0.8,80.86,Featherweight
Vince Cachero,7,3,0,0,66,145,68,Orthodox,1989-11-07,31,5.07,0.5,6.87,0.47,0.0,0.0,0.28,0.0,28.0,Featherweight
Priscila Cachoeira,9,3,0,1,67,135,65,Orthodox,1988-08-19,32,3.84,0.37,7.93,0.42,0.0,0.0,0.69,0.0,17.0,Bantamweight
Joanne Calderwood,15,5,0,1,66,125,65,Orthodox,1985-12-23,35,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5,164.67,Flyweight
Cynthia Calvillo,9,2,1,0,64,125,64,Orthodox,1987-07-13,33,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1,173.75,Flyweight
Frank Camacho,22,9,0,0,61,170,73,Orthodox,1989-05-18,31,6.67,0.46,7.31,0.52,1.17,0.45,0.72,0.0,53.14,Welterweight
Fabricio Camoes,14,9,1,0,61,155,71,Orthodox,1978-12-23,42,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,74.8,Lightweight
Chris Camozzi,24,13,0,0,74,185,75,Orthodox,1986-11-20,34,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,86.47,Middleweight
Brian Camozzi,7,5,0,0,74,170,78,Orthodox,1991-06-24,29,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,10.0,Welterweight
Shane Campbell,14,6,0,0,72,155,71,Orthodox,1987-01-21,34,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,114.8,Lightweight
Will Campuzano,14,6,0,0,69,125,70,Orthodox,1986-05-27,34,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,131.5,Flyweight
Aleksa Camur,6,1,0,0,73,205,74,Orthodox,1995-09-25,25,3.94,0.54,2.49,0.57,0.84,0.33,0.2,0.0,163.0,Light Heavyweight
Chico Camus,17,7,0,0,66,125,66,Orthodox,1985-01-26,36,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,177.71,Flyweight
Carlos Candelario,6,0,0,1,68,125,67,Southpaw,1991-06-04,29,3.87,0.47,1.67,0.57,0.0,0.0,0.46,0.0,0,Flyweight
Luiz Cane,17,7,0,0,74,185,77,Southpaw,1981-04-24,39,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,32.0,Middleweight
Guido Cannetti,8,6,0,0,66,135,68,Southpaw,1979-12-19,41,2.85,0.51,2.17,0.5,2.64,0.5,0.75,0.3,154.5,Bantamweight
Jared Cannonier,13,5,0,0,61,185,77,Switch,1984-03-16,36,3.7,0.52,3.09,0.64,0.16,0.33,0.54,0.0,33.09,Middleweight
Steve Cantwell,7,6,0,0,74,185,75,Orthodox,1986-12-08,34,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,31.17,Middleweight
Phil Caracappa,6,1,0,0,68,135,70,Orthodox,1992-06-05,28,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,0,Bantamweight
Bryan Caraway,21,9,0,0,68,135,68,Orthodox,1984-08-04,36,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,223.3,Bantamweight
Chris Cariaso,17,8,0,0,63,125,64,Southpaw,1981-05-27,39,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,110.46,Flyweight
Antonio Carlos Junior,11,5,0,0,74,185,79,Orthodox,1990-03-16,30,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,351.25,Middleweight
Spike Carlyle,9,3,0,0,68,145,71,Switch,1993-05-06,27,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,268.67,Featherweight
Francis Carmont,25,12,0,0,75,205,78,Orthodox,1981-10-11,39,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,222.89,Light Heavyweight
Liz Carmouche,13,7,0,0,66,125,66,Orthodox,1984-02-19,37,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,255.5,Flyweight
Roan Carneiro,21,11,0,0,61,170,76,Orthodox,1978-06-02,42,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,253.22,Welterweight
Ariane Carnelossi,12,2,0,0,62,115,61,Orthodox,1992-11-17,28,6.03,0.38,7.71,0.5,0.0,0.0,0.0,0.0,38.0,Strawweight
Luana Carolina,6,2,0,0,66,125,69,Orthodox,1993-06-11,27,6.29,0.5,3.75,0.47,0.0,0.0,1.0,2.4,80.0,Flyweight
Antonio Carvalho,15,6,0,0,69,145,70,Orthodox,1979-05-30,41,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,36.75,Featherweight
Shane Carwin,12,2,0,0,74,265,80,Orthodox,1975-01-04,46,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,72.67,Heavyweight
Johnny Case,22,6,0,0,61,155,72,Orthodox,1989-06-28,31,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,192.67,Lightweight
Kevin Casey,9,5,2,0,61,185,77,Southpaw,1981-06-15,39,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,179.25,Middleweight
Cortney Casey,9,8,0,0,67,135,67,Orthodox,1987-05-05,33,4.4,0.38,4.31,0.53,0.31,0.3,0.37,0.6,39.42,Bantamweight
John Castaneda,18,5,0,1,66,135,71,Switch,1991-12-18,29,4.17,0.49,5.07,0.55,0.86,0.25,0.6,0.0,7.5,Bantamweight
Danny Castillo,17,10,0,0,69,155,71,Orthodox,1979-08-25,41,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,279.43,Lightweight
Nick Catone,10,4,0,1,72,185,72,Southpaw,1981-09-01,39,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,252.62,Middleweight
Gesias Cavalcante,21,10,1,0,68,155,71,Orthodox,1983-07-06,37,1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1,0,Lightweight
Rafael Cavalcante,12,7,0,0,73,205,74,Orthodox,1980-04-14,40,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,7.4,Light Heavyweight
Magnus Cedenblad,14,5,0,0,77,185,79,Orthodox,1982-04-10,38,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,231.17,Middleweight
Yosdenis Cedeno,10,6,1,0,68,155,69,Orthodox,1985-02-12,36,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,87.25,Lightweight
Henry Cejudo,16,2,0,6,64,135,64,Orthodox,1987-02-09,34,3.92,0.45,2.77,0.65,2.12,0.33,0.93,0.2,174.0,Bantamweight
Donald Cerrone,36,15,0,0,73,155,73,Orthodox,1983-03-29,37,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,62.34,Lightweight
Luan Chagas,15,3,1,0,72,170,75,Orthodox,1993-06-17,27,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,108.33,Welterweight
Alex Chambers,5,5,0,0,63,115,63,Southpaw,1978-10-25,42,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0,124.6,Strawweight
Michael Chandler,22,5,0,3,68,155,71,Orthodox,1986-04-24,34,4.29,0.49,3.76,0.52,2.37,0.41,0.8,1.4,9.0,Lightweight
Ernest Chavez,10,2,0,0,68,145,70,Orthodox,1983-06-27,37,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,142.33,Featherweight
Danny Chavez,11,4,0,0,68,145,67,Orthodox,1987-03-14,33,2.93,0.39,4.17,0.53,2.5,1.0,0.84,0.0,67.5,Featherweight
Mark Cherico,11,1,0,0,67,145,69,Orthodox,1986-05-12,34,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0,0,Featherweight
Macy Chiasson,7,1,0,1,61,135,72,Orthodox,1991-07-27,29,4.4,0.53,2.22,0.44,0.97,0.16,0.7,0.7,283.0,Bantamweight
Michael Chiesa,18,4,0,4,73,170,75,Southpaw,1987-12-07,33,1.89,0.4,1.71,0.54,3.6,0.52,0.68,0.9,290.53,Welterweight
Giga Chikadze,12,2,0,5,72,145,74,Orthodox,1988-08-25,32,3.45,0.43,2.65,0.6,0.38,0.33,0.68,0.0,27.0,Featherweight
Khamzat Chimaev,9,0,0,3,74,170,75,Orthodox,1994-05-01,26,9.03,0.72,0.1,0.66,4.67,0.75,0.0,3.1,178.33,Welterweight
Dooho Choi,14,4,0,0,61,145,70,Orthodox,1991-04-10,29,5.32,0.51,6.38,0.53,0.41,0.2,0.5,0.0,25.83,Featherweight
SeungWoo Choi,9,3,0,2,72,145,74,Orthodox,1992-11-03,28,3.17,0.41,2.45,0.46,1.03,0.57,0.66,0.0,169.75,Featherweight
John Cholish,8,3,0,0,61,155,74,Orthodox,1983-12-17,37,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,77.0,Lightweight
Ryo Chonan,22,13,0,0,69,170,70,Orthodox,1976-10-08,44,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,279.75,Welterweight
Katlyn Chookagian,15,4,0,1,69,125,68,Orthodox,1988-12-28,32,4.22,0.34,4.23,0.63,0.27,0.15,0.51,0.5,62.33,Flyweight
Joachim Christensen,14,6,0,0,75,205,76,Orthodox,1978-11-07,42,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,125.0,Light Heavyweight
Cameron Church,4,1,0,0,61,155,72,Orthodox,1990-09-27,30,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0,0,Lightweight
Hannah Cifers,10,7,0,0,61,115,62,Orthodox,1992-06-26,28,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,65.29,Strawweight
Misha Cirkunov,15,5,0,1,75,205,77,Orthodox,1987-02-27,33,4.18,0.52,2.89,0.62,4.42,0.57,0.71,2.4,68.44,Light Heavyweight
Heather Clark,7,6,0,0,66,115,64,Orthodox,1980-09-19,40,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,303.33,Strawweight
Devin Clark,12,5,0,0,72,205,75,Orthodox,1990-04-12,30,3.33,0.57,2.43,0.48,2.7,0.36,0.76,0.1,246.45,Light Heavyweight
Jessica-Rose Clark,10,6,0,1,65,125,64,Orthodox,1987-11-28,33,4.68,0.51,3.98,0.6,1.01,0.55,0.73,0.4,234.8,Flyweight
Mitch Clarke,11,5,0,0,61,155,73,Orthodox,1985-11-24,35,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,88.71,Lightweight
Rich Clementi,45,23,1,0,69,155,72,Southpaw,1976-03-31,44,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,149.7,Lightweight
Chris Clements,12,6,0,0,61,170,70,Orthodox,1976-02-09,45,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,34.75,Welterweight
Marloes Coenen,23,8,0,1,69,145,67,,1981-03-31,39,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5,0,Featherweight
Felipe Colares,9,2,0,0,68,135,69,Orthodox,1994-03-31,26,1.13,0.42,3.0,0.32,2.0,0.25,0.34,1.0,244.0,Bantamweight
Mark Coleman,16,10,0,0,73,205,75,Orthodox,1964-12-20,56,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,79.92,Light Heavyweight
Clay Collard,14,7,0,0,61,145,73,Orthodox,1993-03-10,27,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,171.0,Featherweight
Jamie Colleen,4,1,0,0,63,115,65,Orthodox,1985-11-02,35,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,0,Strawweight
Jake Collier,12,5,0,1,75,230,78,Orthodox,1988-10-25,32,4.92,0.41,4.09,0.53,0.57,0.23,0.67,0.4,83.25,Heavyweight
Carlos Condit,32,13,0,2,74,170,75,Orthodox,1984-04-26,36,3.63,0.39,2.49,0.56,0.62,0.54,0.39,1.0,86.0,Welterweight
Tristan Connelly,14,6,0,1,61,170,68,Orthodox,1985-12-12,35,4.27,0.51,2.13,0.57,0.0,0.0,0.6,1.0,343.0,Welterweight
Amanda Cooper,3,5,0,0,63,115,64,Switch,1991-10-22,29,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,169.67,Strawweight
Chris Cope,8,4,0,0,72,170,72,Orthodox,1983-03-05,37,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,35.0,Welterweight
Michael Cora,4,1,0,0,73,170,77,Southpaw,1989-08-24,31,0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0,0,Welterweight
Akira Corassani,12,6,0,0,68,145,68,Orthodox,1982-08-27,38,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,49.33,Featherweight
Daniel Cormier,22,3,0,0,61,235,72,Orthodox,1979-03-20,41,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,269.36,Heavyweight
Bethe Correia,11,5,1,0,65,135,64,Orthodox,1983-06-22,37,4.39,0.44,4.56,0.58,0.44,0.2,0.84,0.0,97.9,Bantamweight
Tracy Cortez,8,1,0,3,65,135,65,Orthodox,1993-12-10,27,3.67,0.53,1.98,0.62,3.0,0.42,0.85,0.0,562.5,Bantamweight
Louis Cosce,7,1,0,0,69,170,71,Orthodox,1995-08-27,25,8.22,0.48,9.3,0.48,1.07,0.11,0.0,0.0,53.0,Welterweight
Orion Cosce,7,0,0,1,61,170,71,Switch,1994-07-15,26,4.56,0.62,1.97,0.56,1.02,1.0,0.7,0.0,0,Welterweight
Paulo Costa,13,1,0,0,73,185,72,Orthodox,1991-04-21,29,7.03,0.57,6.7,0.5,0.0,0.0,0.8,0.0,6.0,Middleweight
Randy Costa,6,1,0,2,69,135,73,Switch,1994-07-06,26,7.88,0.47,5.26,0.58,0.0,0.0,1.0,0.0,15.33,Bantamweight
Oscar Cota,11,3,0,0,72,230,72,Orthodox,1984-10-15,36,0.33,0.41,2.47,0.41,0.0,0.0,0.6,1.0,0,Heavyweight
Patrick Cote,23,11,0,0,61,170,75,Orthodox,1980-02-29,40,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,116.71,Welterweight
Rashad Coulter,9,4,0,1,61,205,76,Orthodox,1981-11-27,39,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,12.75,Light Heavyweight
Randy Couture,19,11,0,0,73,205,75,Orthodox,1963-06-22,57,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,316.92,Light Heavyweight
Ryan Couture,11,5,0,0,61,155,73,Orthodox,1982-08-27,38,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,128.0,Lightweight
Colby Covington,16,2,0,1,61,170,72,Orthodox,1988-02-22,33,4.12,0.38,2.86,0.55,4.61,0.5,0.75,0.1,453.92,Welterweight
Nathan Coy,15,7,0,0,61,170,69,Southpaw,1978-07-24,42,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,162.67,Welterweight
Andrew Craig,9,4,0,0,73,170,76,Orthodox,1986-01-15,35,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,104.57,Welterweight
Paul Craig,14,4,1,2,75,205,76,Orthodox,1987-11-27,33,2.4,0.49,2.43,0.49,2.11,0.26,0.55,1.5,96.3,Light Heavyweight
Tim Credeur,12,4,0,0,75,185,75,Orthodox,1977-07-09,43,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,55.6,Middleweight
Kevin Croom,21,12,0,0,61,155,73,Orthodox,1987-07-15,33,9.68,0.83,3.87,0.6,0.0,0.0,1.0,29.0,0,Lightweight
Ken Cross,11,3,0,1,72,155,72,Southpaw,1994-10-04,26,2.2,0.57,1.4,0.55,1.0,0.12,0.66,0.0,0,Lightweight
Allen Crowder,10,4,0,0,75,245,76,Orthodox,1989-11-08,31,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,47.33,Heavyweight
Daron Cruickshank,18,10,0,0,68,155,72,Switch,1985-06-11,35,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,83.5,Lightweight
Jimmy Crute,12,1,0,2,74,205,74,Orthodox,1996-03-04,24,4.36,0.57,2.31,0.54,4.33,0.75,0.6,2.4,153.0,Light Heavyweight
Dominick Cruz,22,3,0,0,68,135,68,Orthodox,1985-03-09,35,3.52,0.32,2.28,0.73,3.05,0.48,0.83,0.1,165.71,Bantamweight
Aalon Cruz,8,3,0,0,72,145,78,Switch,1989-09-20,31,8.37,0.39,6.99,0.64,0.0,0.0,0.0,0.0,5.0,Featherweight
Josh Culibao,8,1,1,0,61,155,73,Orthodox,1994-05-24,26,2.52,0.38,4.3,0.48,0.0,0.0,1.0,0.0,10.0,Lightweight
Zak Cummings,24,7,0,1,72,185,75,Southpaw,1984-08-02,36,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,93.38,Middleweight
Patrick Cummins,10,7,0,0,74,205,76,Orthodox,1980-11-16,40,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,217.38,Light Heavyweight
Luke Cummo,6,6,0,0,72,170,74,Orthodox,1980-04-27,40,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,98.0,Welterweight
Alton Cunningham,4,2,0,0,74,205,77,Orthodox,1993-06-24,27,3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0,0,Light Heavyweight
Jeff Curran,36,18,1,0,66,135,69,Orthodox,1977-09-02,43,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,19.33,Bantamweight
Kailin Curran,4,5,0,0,64,115,65,Orthodox,1991-04-11,29,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,259.71,Strawweight
Ion Cutelaba,15,6,0,0,73,205,75,Southpaw,1993-12-14,27,5.1,0.39,3.37,0.48,2.41,0.71,0.8,0.0,50.11,Light Heavyweight
Henrique da Silva,14,5,0,0,75,205,76,Orthodox,1989-09-01,31,3.89,0.6,5.28,0.4,0.25,0.14,0.22,0.2,86.17,Light Heavyweight
Alex Da Silva,21,3,0,0,68,155,73,Orthodox,1996-02-04,25,2.07,0.46,2.65,0.55,2.75,0.43,0.77,0.4,435.67,Lightweight
Nicolas Dalby,19,3,1,1,61,170,74,Orthodox,1984-11-16,36,3.2,0.37,3.57,0.55,1.45,0.33,0.63,0.0,141.0,Welterweight
Paul Daley,39,15,2,0,69,170,76,Orthodox,1983-02-21,38,3.14,0.47,2.37,0.6,0.91,0.4,0.64,0.0,1.67,Welterweight
Aisling Daly,16,6,0,1,62,115,64,Orthodox,1987-12-24,33,2.92,0.52,1.4,0.55,2.15,0.41,0.33,0.9,422.0,Strawweight
Rodrigo Damm,13,9,0,0,67,155,71,Orthodox,1980-02-03,41,3.5,0.36,5.61,0.57,0.44,0.16,0.8,0.3,39.43,Lightweight
Jarjis Danho,6,1,1,0,75,265,74,Orthodox,1983-10-15,37,3.39,0.48,5.77,0.47,0.57,0.2,1.0,0.0,165.0,Heavyweight
Mac Danzig,21,12,1,0,68,155,70,Orthodox,1980-01-02,41,3.39,0.48,3.44,0.57,1.2,0.37,0.46,0.6,141.23,Lightweight
Karen Darabedyan,13,6,0,0,67,155,68,Orthodox,1986-12-18,34,3.43,0.51,2.62,0.67,2.14,0.75,0.0,0.0,0,Lightweight
Beneil Dariush,20,4,1,6,61,155,72,Southpaw,1989-05-06,31,4.0,0.49,2.72,0.59,2.03,0.32,0.81,1.0,213.89,Lightweight
Kyle Daukaus,10,1,0,1,75,185,76,Southpaw,1993-02-27,27,3.69,0.59,2.16,0.42,2.33,0.41,0.94,1.7,492.0,Middleweight
Chris Daukaus,11,3,0,3,75,250,76,Orthodox,1989-09-25,31,11.78,0.61,3.22,0.65,0.0,0.0,1.0,0.0,26.0,Heavyweight
Marcus Davis,22,11,0,0,61,170,70,Southpaw,1973-08-24,47,2.72,0.39,2.79,0.65,1.6,0.48,0.47,1.4,118.93,Welterweight
LC Davis,23,8,0,0,68,135,69,Southpaw,1980-10-28,40,2.04,0.3,2.1,0.59,2.27,0.46,0.66,0.2,0,Bantamweight
Phil Davis,17,4,0,0,74,205,79,Orthodox,1984-09-25,36,2.85,0.34,1.33,0.72,2.99,0.38,0.72,0.6,284.75,Light Heavyweight
Alexis Davis,19,10,0,0,66,135,68,Orthodox,1984-10-04,36,4.27,0.46,4.18,0.55,0.74,0.33,0.32,0.8,216.18,Bantamweight
Brandon Davis,10,8,0,0,61,135,72,Orthodox,1990-05-08,30,4.65,0.35,4.33,0.6,0.71,0.45,0.56,0.1,54.43,Bantamweight
Mike Davis,9,2,0,2,72,145,72,Orthodox,1992-10-07,28,6.24,0.53,6.76,0.57,1.39,0.33,0.69,0.0,55.33,Featherweight
Hakeem Dawodu,12,1,1,5,68,145,73,Orthodox,1991-07-02,29,5.15,0.47,2.31,0.63,0.0,0.0,0.85,0.0,57.67,Featherweight
Grant Dawson,16,1,0,5,61,145,72,Switch,1994-02-20,27,3.5,0.47,2.13,0.5,4.17,0.45,0.33,2.1,416.5,Featherweight
Jason Day,19,12,0,0,72,185,72,Orthodox,1981-05-19,39,3.61,0.54,3.46,0.47,1.13,1.0,0.0,0.0,1.0,Middleweight
Martin Day,8,6,0,0,61,145,73,Orthodox,1988-11-10,32,3.97,0.45,3.79,0.53,0.72,0.6,0.65,0.5,62.75,Featherweight
Yorgan De Castro,6,2,0,0,72,250,74,Orthodox,1986-12-19,34,2.61,0.44,3.9,0.55,0.0,0.0,0.75,0.0,68.33,Heavyweight
