,fighter_name,wins,losses,draws,consec_wins,height_in,weight_lbs,reach_in,stance,DOB,age,SLpM,str_acc,SApM,str_def,td_avg,td_acc,td_def,sub_avg,avg_ctrl
179,KB Bhullar,8,1,0,0,76,185,78,Switch,1991-10-12,29,1.18,0.13,10.0,0.37,0.0,0.0,0.0,0.0,0.0
180,Bibulatov Magomed,14,2,0,0,65,125,65,Orthodox,1988-08-22,32,3.6,0.51,1.83,0.52,2.85,0.4,0.75,0.0,200.0
181,David Bielkheden,24,12,0,0,61,155,71,Orthodox,1979-06-06,41,1.11,0.57,1.64,0.54,2.65,0.63,0.14,0.0,205.33333333333334
182,Anthony Birchak,16,7,0,0,68,135,69,Orthodox,1986-05-16,34,4.23,0.36,3.06,0.6,0.6,0.16,0.73,0.0,39.2
183,Michael Bisping,30,9,0,0,73,185,75,Orthodox,1979-02-28,41,4.33,0.38,2.71,0.65,1.05,0.43,0.63,0.3,68.72413793103448
184,Jan Blachowicz,27,8,0,4,74,205,78,Orthodox,1983-02-24,37,3.49,0.48,2.74,0.54,1.1,0.52,0.65,0.2,96.33333333333333
185,Brad Blackburn,18,13,1,0,61,170,73,Orthodox,1977-05-25,43,4.55,0.35,3.59,0.65,0.93,0.5,0.76,0.7,117.2
186,Sherrard Blackledge,5,1,0,0,61,155,75,Orthodox,1993-08-16,27,3.7,0.49,3.13,0.55,4.0,0.33,0.42,0.0,0
187,Maximo Blanco,12,8,1,0,68,145,71,Orthodox,1983-10-16,37,4.11,0.44,3.19,0.66,1.85,0.36,0.63,0.3,87.0
188,Curtis Blaydes,14,2,0,4,76,265,80,Orthodox,1991-02-18,29,3.55,0.53,1.73,0.57,6.98,0.55,0.33,0.0,373.0
189,Mark Bocek,12,5,0,1,68,155,75,Orthodox,1981-10-24,39,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,373.0769230769231
190,Kyle Bochniak,8,5,0,0,67,145,70,Orthodox,1987-02-05,33,2.63,0.31,5.11,0.58,1.14,0.15,0.62,0.0,102.85714285714286
191,James Bochnovic,8,3,0,0,76,205,81,Orthodox,1989-02-13,31,0.65,0.26,3.64,0.21,0.0,0.0,0.0,0.0,33.5
192,Tim Boetsch,21,13,0,0,72,185,74,Orthodox,1981-01-28,40,2.93,0.5,2.9,0.57,1.45,0.34,0.59,0.8,78.75
193,Galore Bofando,5,3,0,0,61,170,72,Switch,1982-05-22,38,3.63,0.45,3.63,0.54,2.37,1.0,0.5,0.0,1.5
194,Roman Bogatov,10,1,0,0,68,155,73,Orthodox,1990-12-15,30,3.33,0.42,4.4,0.44,1.0,0.09,0.5,0.0,367.0
195,Stephan Bonnar,15,9,0,0,76,205,79,Orthodox,1977-04-04,43,2.76,0.38,3.01,0.52,1.32,0.4,0.6,1.0,237.93333333333334
196,Rogerio Bontorin,16,2,0,0,65,125,67,Orthodox,1992-04-25,28,2.3,0.52,3.17,0.38,1.76,0.35,0.51,1.1,120.0
197,Ray Borg,13,5,0,0,64,135,63,Orthodox,1993-08-04,27,1.52,0.52,1.93,0.48,3.89,0.5,0.46,1.0,393.75
198,Calen Born,7,1,0,0,68,170,72,Switch,1988-05-24,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
199,Tanner Boser,19,7,1,0,74,255,75,Orthodox,1991-08-02,29,4.54,0.55,2.7,0.63,0.0,0.0,1.0,0.0,1.4
200,Steve Bosse,12,2,0,2,61,205,72,Orthodox,1981-07-29,39,5.99,0.52,5.38,0.5,0.92,0.33,1.0,0.0,54.333333333333336
201,Poliana Botelho,8,3,0,0,68,115,67,Orthodox,1988-12-15,32,3.0,0.56,3.08,0.5,0.89,1.0,0.8,0.0,110.2
202,Kyron Bowen,9,5,0,0,75,185,73,Orthodox,1993-12-22,27,2.73,0.57,2.05,0.4,0.0,0.0,0.0,0.0,0
203,Brian Bowles,10,3,0,0,67,135,70,Orthodox,1980-06-22,40,2.36,0.26,2.98,0.64,1.39,0.7,0.54,1.4,106.5
204,Roger Bowling,12,6,0,0,69,155,68,Orthodox,1982-12-05,38,3.9,0.47,3.86,0.51,3.09,0.43,0.27,0.9,48.0
205,Kyle Bradley,19,12,0,0,69,155,71,Orthodox,1982-08-19,38,1.99,0.4,3.45,0.58,0.65,0.5,0.4,0.0,8.75
206,Sean Brady,13,0,0,3,61,170,72,Orthodox,1992-11-23,28,5.44,0.55,4.35,0.61,3.26,0.57,1.0,1.2,216.0
207,Ramiz Brahimaj,8,3,0,0,61,170,72,Orthodox,1992-11-17,28,3.73,0.36,6.14,0.55,0.0,0.0,1.0,0.0,13.0
208,David Branch,22,6,0,0,73,185,78,Orthodox,1981-09-26,39,1.66,0.39,1.91,0.56,2.55,0.32,0.43,0.0,228.88888888888889
209,Diego Brandao,22,11,0,0,67,145,64,Orthodox,1987-05-27,33,2.94,0.47,3.38,0.62,3.21,0.68,0.8,0.6,118.3
210,Martin Bravo,11,3,0,0,68,145,71,Southpaw,1993-09-21,27,7.66,0.39,5.72,0.51,2.6,0.35,0.85,0.0,65.25
211,Mike Breeden,8,3,0,0,61,155,70,Orthodox,1989-04-21,31,4.0,0.34,5.87,0.47,0.0,0.0,0.77,0.0,0
212,Tom Breese,12,3,0,0,75,185,73,Southpaw,1991-09-26,29,3.34,0.5,2.81,0.6,0.0,0.0,0.7,1.1,67.0
213,Charlie Brenneman,19,8,0,0,61,155,70,Orthodox,1981-02-09,39,1.52,0.56,1.55,0.46,4.23,0.42,0.72,0.0,286.54545454545456
214,Marcos Brigagao,11,1,0,0,75,205,76,Southpaw,1996-04-01,24,3.07,0.43,3.27,0.25,0.0,0.0,0.36,0.0,0
215,Jason Brilz,22,6,1,0,61,205,71,Orthodox,1975-07-07,45,2.66,0.4,1.78,0.65,2.37,0.25,0.25,1.3,267.7142857142857
216,Marcus Brimage,7,7,0,0,64,135,71,Southpaw,1985-04-06,35,3.97,0.35,3.64,0.56,0.56,1.0,0.8,0.0,13.5
217,Henry Briones,16,8,1,0,68,135,69,Orthodox,1980-10-22,40,3.47,0.42,4.68,0.53,0.0,0.0,0.52,0.6,8.6
218,Antwain Britt,11,6,0,0,73,205,77,,1978-05-09,42,1.46,0.39,2.81,0.44,1.56,0.4,0.5,0.0,0
219,Jonathan Brookins,16,10,0,0,72,145,74,Southpaw,1985-08-13,35,2.69,0.39,3.63,0.56,1.94,0.17,0.8,0.3,241.2
220,Will Brooks,18,4,0,0,61,155,72,Orthodox,1986-10-08,34,4.26,0.59,2.54,0.56,2.08,0.51,0.82,0.3,135.75
221,Jarred Brooks,13,2,0,1,63,125,62,Switch,1993-05-02,27,2.12,0.46,1.66,0.62,4.54,0.57,0.69,0.6,339.5
222,Rob Broughton,16,7,1,0,74,265,74,Orthodox,1983-03-03,37,2.83,0.6,2.54,0.51,0.0,0.0,0.26,3.2,102.0
223,Matt Brown,24,18,0,0,72,170,75,Orthodox,1981-01-10,40,3.69,0.54,2.67,0.55,1.56,0.44,0.63,1.4,120.5925925925926
224,Mike Brown,26,9,0,0,66,145,70,Orthodox,1975-09-08,45,2.98,0.44,2.45,0.6,3.23,0.4,0.66,0.6,268.6666666666667
225,Randy Brown,12,4,0,0,75,170,78,Orthodox,1990-07-08,30,3.67,0.47,2.8,0.53,1.0,0.46,0.71,0.6,158.4
226,Damien Brown,17,12,0,0,61,155,68,Orthodox,1984-12-25,36,3.66,0.38,4.86,0.5,0.68,0.27,0.53,0.7,36.5
227,TJ Brown,14,8,0,0,69,145,72,Switch,1990-05-22,30,3.22,0.42,2.21,0.5,4.92,0.6,0.4,0.4,257.5
228,Travis Browne,18,7,1,0,78,255,79,Orthodox,1982-07-17,38,2.93,0.41,4.31,0.42,1.21,0.68,0.75,0.2,71.1875
229,Cody Brundage,5,1,0,0,72,205,72,Orthodox,1994-05-16,26,7.97,0.82,6.29,0.06,6.29,0.33,0.0,0.0,0
230,Derek Brunson,21,7,0,3,73,185,77,Southpaw,1984-01-04,37,3.77,0.47,2.95,0.54,3.02,0.31,1.0,0.4,141.47058823529412
231,Justin Buchholz,15,10,0,0,72,155,73,Orthodox,1983-08-22,37,2.35,0.26,4.14,0.51,0.0,0.0,0.33,0.8,54.2
232,Joaquin Buckley,12,4,0,0,61,185,76,Southpaw,1994-04-27,26,4.58,0.36,5.46,0.51,0.6,0.16,1.0,0.0,46.25
233,Julia Budd,10,2,0,0,67,145,67,,1983-07-04,37,2.42,0.74,1.18,0.47,3.6,0.57,0.83,0.0,0
234,Mike Budnik,13,4,0,0,69,145,68,Orthodox,1974-08-08,46,0.65,0.52,0.95,0.53,0.0,0.0,0.0,3.4,0
235,Mayra Bueno Silva,7,1,0,1,66,135,66,Orthodox,1991-08-22,29,4.44,0.53,6.74,0.44,0.0,0.0,0.71,1.9,19.666666666666668
236,Paul Buentello,35,17,0,0,74,245,77,Orthodox,1974-01-16,47,3.29,0.45,3.83,0.52,0.19,0.33,0.39,0.4,45.5
237,Modestas Bukauskas,11,3,0,0,75,205,78,Switch,1994-02-10,26,3.56,0.37,5.7,0.42,0.0,0.0,1.0,0.0,0.0
238,Wuliji Buren,9,6,0,0,69,135,69,Orthodox,1989-03-01,31,1.63,0.42,2.96,0.56,3.38,0.42,0.71,0.4,209.33333333333334
239,Shane Burgos,13,2,0,0,61,145,75,Orthodox,1991-03-19,29,7.31,0.5,5.81,0.6,0.3,1.0,0.89,0.1,45.375
240,Joshua Burkman,28,16,0,0,61,170,72,Orthodox,1980-04-10,40,2.69,0.43,3.13,0.51,2.53,0.36,0.72,0.3,169.94444444444446
241,Mads Burnell,9,3,0,0,68,145,69,Orthodox,1994-03-06,26,1.28,0.41,2.71,0.51,3.45,0.47,0.22,0.4,345.6666666666667
242,Kevin Burns,12,7,0,0,61,170,74,Orthodox,1980-03-03,40,2.74,0.38,4.3,0.52,0.28,0.5,0.47,0.8,26.4
243,Gilbert Burns,19,3,0,6,61,170,71,Orthodox,1986-07-20,34,3.15,0.46,2.74,0.56,2.21,0.37,0.5,0.7,185.46666666666667
244,Herbert Burns,11,3,0,0,69,145,73,Orthodox,1988-02-02,32,1.67,0.45,5.02,0.33,4.64,0.83,0.75,2.8,97.33333333333333
245,JP Buys,9,2,0,1,65,125,67,Orthodox,1996-04-30,24,2.99,0.58,2.02,0.47,3.64,0.6,0.0,2.4,0
246,Cheyanne Buys,5,1,0,1,63,115,63,Switch,1995-06-25,25,6.13,0.55,2.33,0.66,0.0,0.0,1.0,0.0,0
247,Dennis Buzukja,4,2,0,0,69,145,71,Switch,1997-10-01,23,3.8,0.46,6.8,0.35,2.0,0.25,1.0,1.0,0
248,Charles Byrd,10,7,0,0,61,185,73,Orthodox,1983-10-11,37,3.43,0.55,2.63,0.55,2.5,0.5,0.4,1.5,127.75
249,Yan Cabral,13,3,0,0,61,155,73,Orthodox,1983-05-13,37,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,347.4
250,Alex Caceres,17,12,0,3,61,145,73,Southpaw,1988-06-20,32,4.15,0.5,2.91,0.65,0.55,0.76,0.59,0.8,80.86363636363636
251,Vince Cachero,7,3,0,0,66,145,68,Orthodox,1989-11-07,31,5.07,0.5,6.87,0.47,0.0,0.0,0.28,0.0,28.0
252,Priscila Cachoeira,9,3,0,1,67,135,65,Orthodox,1988-08-19,32,3.84,0.37,7.93,0.42,0.0,0.0,0.69,0.0,17.0
253,Joanne Calderwood,15,5,0,1,66,125,65,Orthodox,1985-12-23,35,6.59,0.49,4.4,0.53,1.8,0.55,0.58,0.5,164.66666666666666
254,Cynthia Calvillo,9,2,1,0,64,125,64,Orthodox,1987-07-13,33,4.18,0.41,3.52,0.67,1.85,0.44,0.71,1.1,173.75
255,Frank Camacho,22,9,0,0,61,170,73,Orthodox,1989-05-18,31,6.67,0.46,7.31,0.52,1.17,0.45,0.72,0.0,53.142857142857146
256,Fabricio Camoes,14,9,1,0,61,155,71,Orthodox,1978-12-23,42,1.29,0.33,1.85,0.61,2.34,0.32,0.2,1.5,74.8
257,Chris Camozzi,24,13,0,0,74,185,75,Orthodox,1986-11-20,34,3.57,0.44,2.96,0.56,0.27,0.19,0.57,0.5,86.47368421052632
258,Brian Camozzi,7,5,0,0,74,170,78,Orthodox,1991-06-24,29,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,10.0
259,Shane Campbell,14,6,0,0,72,155,71,Orthodox,1987-01-21,34,3.99,0.59,3.19,0.55,1.36,0.28,0.82,0.0,114.8
260,Will Campuzano,14,6,0,0,69,125,70,Orthodox,1986-05-27,34,2.43,0.31,3.82,0.57,0.88,0.45,0.48,0.2,131.5
261,Aleksa Camur,6,1,0,0,73,205,74,Orthodox,1995-09-25,25,3.94,0.54,2.49,0.57,0.84,0.33,0.2,0.0,163.0
262,Chico Camus,17,7,0,0,66,125,66,Orthodox,1985-01-26,36,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,177.71428571428572
263,Carlos Candelario,6,0,0,1,68,125,67,Southpaw,1991-06-04,29,3.87,0.47,1.67,0.57,0.0,0.0,0.46,0.0,0
264,Luiz Cane,17,7,0,0,74,185,77,Southpaw,1981-04-24,39,4.79,0.41,5.0,0.6,0.56,0.28,1.0,0.3,32.0
265,Guido Cannetti,8,6,0,0,66,135,68,Southpaw,1979-12-19,41,2.85,0.51,2.17,0.5,2.64,0.5,0.75,0.3,154.5
266,Jared Cannonier,13,5,0,0,61,185,77,Switch,1984-03-16,36,3.7,0.52,3.09,0.64,0.16,0.33,0.54,0.0,33.09090909090909
267,Steve Cantwell,7,6,0,0,74,185,75,Orthodox,1986-12-08,34,3.63,0.34,5.76,0.55,0.65,0.3,0.8,0.7,31.166666666666668
268,Phil Caracappa,6,1,0,0,68,135,70,Orthodox,1992-06-05,28,2.93,0.5,4.07,0.29,1.0,0.08,1.0,1.0,0
269,Bryan Caraway,21,9,0,0,68,135,68,Orthodox,1984-08-04,36,2.53,0.34,3.61,0.54,2.57,0.25,0.8,0.8,223.3
270,Chris Cariaso,17,8,0,0,63,125,64,Southpaw,1981-05-27,39,3.35,0.43,2.23,0.61,1.11,0.39,0.57,0.8,110.46153846153847
271,Antonio Carlos Junior,11,5,0,0,74,185,79,Orthodox,1990-03-16,30,1.95,0.42,2.14,0.52,3.42,0.39,0.53,0.8,351.25
272,Spike Carlyle,9,3,0,0,68,145,71,Switch,1993-05-06,27,2.55,0.54,3.85,0.3,3.34,0.36,0.57,0.5,268.6666666666667
273,Francis Carmont,25,12,0,0,75,205,78,Orthodox,1981-10-11,39,2.22,0.42,1.64,0.59,1.79,0.36,0.73,0.6,222.88888888888889
274,Liz Carmouche,13,7,0,0,66,125,66,Orthodox,1984-02-19,36,2.78,0.54,2.51,0.61,2.57,0.51,0.65,0.3,255.5
275,Roan Carneiro,21,11,0,0,61,170,76,Orthodox,1978-06-02,42,1.46,0.46,1.82,0.62,3.05,0.42,0.83,1.4,253.22222222222223
276,Ariane Carnelossi,12,2,0,0,62,115,61,Orthodox,1992-11-17,28,6.03,0.38,7.71,0.5,0.0,0.0,0.0,0.0,38.0
277,Luana Carolina,6,2,0,0,66,125,69,Orthodox,1993-06-11,27,6.29,0.5,3.75,0.47,0.0,0.0,1.0,2.4,80.0
278,Antonio Carvalho,15,6,0,0,69,145,70,Orthodox,1979-05-30,41,3.03,0.29,3.62,0.64,0.0,0.0,1.0,0.0,36.75
279,Shane Carwin,12,2,0,0,74,265,80,Orthodox,1975-01-04,46,4.38,0.47,3.53,0.53,1.42,0.33,0.42,0.0,72.66666666666667
280,Johnny Case,22,6,0,0,61,155,72,Orthodox,1989-06-28,31,3.95,0.38,2.66,0.61,1.7,0.45,0.72,0.2,192.66666666666666
281,Kevin Casey,9,5,2,0,61,185,77,Southpaw,1981-06-15,39,2.27,0.53,3.76,0.46,0.79,0.22,0.27,0.4,179.25
282,Cortney Casey,9,8,0,0,67,135,67,Orthodox,1987-05-05,33,4.4,0.38,4.31,0.53,0.31,0.3,0.37,0.6,39.416666666666664
283,John Castaneda,17,5,0,0,66,135,71,Switch,1991-12-18,29,3.43,0.44,5.3,0.51,1.0,0.25,0.66,0.0,11.0
284,Danny Castillo,17,10,0,0,69,155,71,Orthodox,1979-08-25,41,2.57,0.42,1.96,0.62,2.95,0.38,0.63,0.2,279.42857142857144
285,Nick Catone,10,4,0,1,72,185,72,Southpaw,1981-09-01,39,2.11,0.44,2.32,0.63,3.71,0.44,0.83,0.5,252.625
286,Gesias Cavalcante,21,10,1,0,68,155,71,Orthodox,1983-07-06,37,1.98,0.35,3.11,0.51,1.25,0.36,0.66,1.1,0
287,Rafael Cavalcante,12,7,0,0,73,205,74,Orthodox,1980-04-14,40,2.71,0.53,3.62,0.49,0.6,0.4,0.63,0.1,7.4
288,Magnus Cedenblad,14,5,0,0,77,185,79,Orthodox,1982-04-10,38,2.38,0.51,3.02,0.4,2.87,0.64,0.66,1.0,231.16666666666666
289,Yosdenis Cedeno,10,6,1,0,68,155,69,Orthodox,1985-02-12,35,1.64,0.29,1.6,0.67,0.0,0.0,0.31,0.3,87.25
290,Henry Cejudo,16,2,0,6,64,135,64,Orthodox,1987-02-09,33,3.92,0.45,2.77,0.65,2.12,0.33,0.93,0.2,174.0
291,Donald Cerrone,36,15,0,0,73,155,73,Orthodox,1983-03-29,37,4.43,0.46,4.46,0.53,1.19,0.33,0.73,1.2,62.34285714285714
292,Luan Chagas,15,3,1,0,72,170,75,Orthodox,1993-06-17,27,4.16,0.47,3.19,0.62,0.32,0.12,0.85,0.3,108.33333333333333
293,Alex Chambers,5,5,0,0,63,115,63,Southpaw,1978-10-25,42,2.97,0.54,5.1,0.5,2.31,0.41,0.53,1.0,124.6
294,Michael Chandler,22,5,0,3,68,155,71,Orthodox,1986-04-24,34,4.29,0.49,3.76,0.52,2.37,0.41,0.8,1.4,9.0
295,Ernest Chavez,10,2,0,0,68,145,70,Orthodox,1983-06-27,37,2.79,0.4,3.89,0.59,0.89,0.33,0.5,0.0,142.33333333333334
296,Danny Chavez,11,3,0,1,68,145,67,Orthodox,1987-03-14,33,3.27,0.44,2.87,0.69,4.0,1.0,1.0,0.0,125.0
297,Mark Cherico,11,1,0,0,67,145,69,Orthodox,1986-05-12,34,3.69,0.34,7.37,0.56,5.03,0.5,0.0,0.0,0
298,Macy Chiasson,7,1,0,1,61,135,72,Orthodox,1991-07-27,29,4.4,0.53,2.22,0.44,0.97,0.16,0.7,0.7,283.0
299,Michael Chiesa,18,4,0,4,73,170,75,Southpaw,1987-12-07,33,1.89,0.4,1.71,0.54,3.6,0.52,0.68,0.9,290.53333333333336
300,Giga Chikadze,12,2,0,5,72,145,74,Orthodox,1988-08-25,32,3.45,0.43,2.65,0.6,0.38,0.33,0.68,0.0,27.0
301,Khamzat Chimaev,9,0,0,3,74,170,75,Orthodox,1994-05-01,26,9.03,0.72,0.1,0.66,4.67,0.75,0.0,3.1,178.33333333333334
302,Dooho Choi,14,4,0,0,61,145,70,Orthodox,1991-04-10,29,5.32,0.51,6.38,0.53,0.41,0.2,0.5,0.0,25.833333333333332
303,SeungWoo Choi,8,3,0,1,72,145,74,Orthodox,1992-11-03,28,3.33,0.42,2.77,0.45,0.69,0.5,0.66,0.0,153.33333333333334
304,John Cholish,8,3,0,0,61,155,74,Orthodox,1983-12-17,37,2.65,0.49,2.29,0.73,1.82,0.31,0.78,0.4,77.0
305,Ryo Chonan,22,13,0,0,69,170,70,Orthodox,1976-10-08,44,2.57,0.43,2.25,0.6,0.61,0.41,0.39,0.3,279.75
306,Katlyn Chookagian,15,4,0,1,69,125,68,Orthodox,1988-12-28,32,4.22,0.34,4.23,0.63,0.27,0.15,0.51,0.5,62.333333333333336
307,Joachim Christensen,14,6,0,0,75,205,76,Orthodox,1978-11-07,42,3.78,0.41,3.29,0.46,0.0,0.0,0.0,0.0,125.0
308,Cameron Church,4,1,0,0,61,155,72,Orthodox,1990-09-27,30,4.0,0.4,4.93,0.5,0.0,0.0,0.6,1.0,0
309,Hannah Cifers,10,7,0,0,61,115,62,Orthodox,1992-06-26,28,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,65.28571428571429
310,Misha Cirkunov,15,5,0,1,75,205,77,Orthodox,1987-02-27,33,4.18,0.52,2.89,0.62,4.42,0.57,0.71,2.4,68.44444444444444
311,Heather Clark,7,6,0,0,66,115,64,Orthodox,1980-09-19,40,3.69,0.49,5.62,0.5,0.33,0.04,0.8,0.3,303.3333333333333
312,Devin Clark,12,5,0,0,72,205,75,Orthodox,1990-04-12,30,3.33,0.57,2.43,0.48,2.7,0.36,0.76,0.1,246.45454545454547
313,Jessica-Rose Clark,10,6,0,1,65,125,64,Orthodox,1987-11-28,33,4.68,0.51,3.98,0.6,1.01,0.55,0.73,0.4,234.8
314,Mitch Clarke,11,5,0,0,61,155,73,Orthodox,1985-11-24,35,2.35,0.34,3.27,0.47,0.64,0.15,0.5,0.4,88.71428571428571
315,Rich Clementi,45,23,1,0,69,155,72,Southpaw,1976-03-31,44,1.43,0.37,2.29,0.6,1.72,0.42,0.25,1.1,149.7
316,Chris Clements,12,6,0,0,61,170,70,Orthodox,1976-02-09,44,3.2,0.49,2.37,0.44,0.0,0.0,0.32,0.3,34.75
317,Marloes Coenen,23,8,0,1,69,145,67,,1981-03-31,39,2.15,0.51,1.9,0.67,0.82,0.3,0.41,2.5,0
318,Felipe Colares,9,2,0,0,68,135,69,Orthodox,1994-03-31,26,1.13,0.42,3.0,0.32,2.0,0.25,0.34,1.0,244.0
319,Mark Coleman,16,10,0,0,73,205,75,Orthodox,1964-12-20,56,1.88,0.52,2.62,0.4,3.89,0.4,0.5,0.8,
320,Clay Collard,14,7,0,0,61,145,73,Orthodox,1993-03-10,27,4.22,0.32,5.0,0.5,2.81,0.39,0.71,0.5,171.0
321,Jamie Colleen,4,1,0,0,63,115,65,Orthodox,1985-11-02,35,3.11,0.61,5.66,0.33,0.52,0.33,0.5,1.6,0
322,Jake Collier,12,5,0,1,75,230,78,Orthodox,1988-10-25,32,4.92,0.41,4.09,0.53,0.57,0.23,0.67,0.4,83.25
323,Carlos Condit,32,13,0,2,74,170,75,Orthodox,1984-04-26,36,3.63,0.39,2.49,0.56,0.62,0.54,0.39,1.0,86.0
324,Tristan Connelly,14,6,0,1,61,170,68,Orthodox,1985-12-12,35,4.27,0.51,2.13,0.57,0.0,0.0,0.6,1.0,343.0
325,Amanda Cooper,3,5,0,0,63,115,64,Switch,1991-10-22,29,3.55,0.44,3.2,0.51,1.53,0.38,0.28,1.8,169.66666666666666
326,Chris Cope,8,4,0,0,72,170,72,Orthodox,1983-03-05,37,3.96,0.26,4.82,0.5,0.0,0.0,0.8,0.0,35.0
327,Michael Cora,4,1,0,0,73,170,77,Southpaw,1989-08-24,31,0.8,0.28,0.13,0.66,0.0,0.0,0.25,0.0,0
328,Akira Corassani,12,6,0,0,68,145,68,Orthodox,1982-08-27,38,3.25,0.45,4.91,0.5,0.7,0.28,0.86,0.0,49.333333333333336
329,Daniel Cormier,22,3,0,0,61,235,72,Orthodox,1979-03-20,41,4.25,0.52,2.92,0.54,1.83,0.44,0.8,0.4,269.35714285714283
330,Bethe Correia,11,5,1,0,65,135,64,Orthodox,1983-06-22,37,4.39,0.44,4.56,0.58,0.44,0.2,0.84,0.0,97.9
331,Tracy Cortez,8,1,0,3,65,135,65,Orthodox,1993-12-10,27,3.67,0.53,1.98,0.62,3.0,0.42,0.85,0.0,562.5
332,Louis Cosce,7,1,0,0,69,170,71,Orthodox,1995-08-27,25,8.22,0.48,9.3,0.48,1.07,0.11,0.0,0.0,53.0
333,Orion Cosce,7,0,0,1,61,170,71,Switch,1994-07-15,26,4.56,0.62,1.97,0.56,1.02,1.0,0.7,0.0,0
334,Paulo Costa,13,1,0,0,73,185,72,Orthodox,1991-04-21,29,7.03,0.57,6.7,0.5,0.0,0.0,0.8,0.0,6.0
335,Randy Costa,6,1,0,2,69,135,73,Switch,1994-07-06,26,7.88,0.47,5.26,0.58,0.0,0.0,1.0,0.0,15.333333333333334
336,Oscar Cota,11,3,0,0,72,230,72,Orthodox,1984-10-15,36,0.33,0.41,2.47,0.41,0.0,0.0,0.6,1.0,0
337,Patrick Cote,23,11,0,0,61,170,75,Orthodox,1980-02-29,40,2.81,0.48,3.21,0.48,0.68,0.2,0.43,0.2,116.71428571428571
338,Rashad Coulter,9,4,0,1,61,205,76,Orthodox,1981-11-27,39,4.82,0.56,6.68,0.5,0.0,0.0,0.62,0.0,12.75
339,Randy Couture,19,11,0,0,73,205,75,Orthodox,1963-06-22,57,2.85,0.57,1.53,0.59,2.78,0.46,0.58,0.5,
340,Ryan Couture,11,5,0,0,61,155,73,Orthodox,1982-08-27,38,3.54,0.45,2.87,0.54,1.55,0.29,0.46,1.3,128.0
341,Colby Covington,16,2,0,1,61,170,72,Orthodox,1988-02-22,32,4.12,0.38,2.86,0.55,4.61,0.5,0.75,0.1,453.9230769230769
342,Nathan Coy,15,7,0,0,61,170,69,Southpaw,1978-07-24,42,3.88,0.52,2.4,0.61,3.17,0.47,0.5,0.0,162.66666666666666
343,Andrew Craig,9,4,0,0,73,170,76,Orthodox,1986-01-15,35,2.39,0.4,3.01,0.5,0.53,0.37,0.72,0.0,104.57142857142857
344,Paul Craig,14,4,1,2,75,205,76,Orthodox,1987-11-27,33,2.4,0.49,2.43,0.49,2.11,0.26,0.55,1.5,96.3
345,Tim Credeur,12,4,0,0,75,185,75,Orthodox,1977-07-09,43,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,55.6
346,Kevin Croom,21,12,0,0,61,155,73,Orthodox,1987-07-15,33,9.68,0.83,3.87,0.6,0.0,0.0,1.0,29.0,0
347,Ken Cross,11,3,0,1,72,155,72,Southpaw,1994-10-04,26,2.2,0.57,1.4,0.55,1.0,0.12,0.66,0.0,0
348,Allen Crowder,10,4,0,0,75,245,76,Orthodox,1989-11-08,31,2.95,0.51,2.95,0.56,1.85,0.33,1.0,1.2,47.333333333333336
349,Daron Cruickshank,18,10,0,0,68,155,72,Switch,1985-06-11,35,2.88,0.38,2.98,0.57,2.04,0.41,0.6,0.2,83.5
350,Jimmy Crute,12,1,0,2,74,205,74,Orthodox,1996-03-04,24,4.36,0.57,2.31,0.54,4.33,0.75,0.6,2.4,153.0
351,Dominick Cruz,22,3,0,0,68,135,68,Orthodox,1985-03-09,35,3.52,0.32,2.28,0.73,3.05,0.48,0.83,0.1,165.71428571428572
352,Aalon Cruz,8,3,0,0,72,145,78,Switch,1989-09-20,31,8.37,0.39,6.99,0.64,0.0,0.0,0.0,0.0,5.0
353,Josh Culibao,8,1,1,0,61,155,73,Orthodox,1994-05-24,26,2.52,0.38,4.3,0.48,0.0,0.0,1.0,0.0,10.0
354,Zak Cummings,24,7,0,1,72,185,75,Southpaw,1984-08-02,36,2.58,0.32,2.83,0.55,0.68,0.28,0.65,0.7,93.38461538461539
355,Patrick Cummins,10,7,0,0,74,205,76,Orthodox,1980-11-16,40,4.26,0.5,3.35,0.55,4.49,0.41,0.28,0.1,217.3846153846154
356,Luke Cummo,6,6,0,0,72,170,74,Orthodox,1980-04-27,40,1.74,0.43,1.5,0.59,0.89,0.55,0.42,1.4,98.0
357,Alton Cunningham,4,2,0,0,74,205,77,Orthodox,1993-06-24,27,3.33,0.75,4.94,0.2,1.67,0.1,1.0,0.0,0
358,Jeff Curran,36,18,1,0,66,135,69,Orthodox,1977-09-02,43,1.54,0.31,2.48,0.6,0.35,0.12,0.35,1.2,19.333333333333332
359,Kailin Curran,4,5,0,0,64,115,65,Orthodox,1991-04-11,29,3.89,0.43,4.75,0.53,2.0,0.57,0.61,0.6,259.7142857142857
360,Ion Cutelaba,15,6,0,0,73,205,75,Southpaw,1993-12-14,27,5.1,0.39,3.37,0.48,2.41,0.71,0.8,0.0,50.111111111111114
